variable_phv	tag_id	ncit	hpo	mondo	efo	oba	variable	data_set	study
82951	1	NCIT:C105588				OBA:VT0000181	phv00082951.v1.p3	pht001111.v4.p3	phs000209.v13.p3
84971	1	NCIT:C105588				OBA:VT0000181	phv00084971.v2.p3	pht001116.v10.p3	phs000209.v13.p3
87098	1	NCIT:C105588				OBA:VT0000181	phv00087098.v1.p3	pht001121.v3.p3	phs000209.v13.p3
253017	1	NCIT:C105588				OBA:VT0000181	phv00253017.v1.p1	pht005002.v1.p1	phs000956.v2.p1
125931	1	NCIT:C105588				OBA:VT0000181	phv00125931.v1.p1	pht001945.v1.p1	phs000286.v5.p1
126042	1	NCIT:C105588				OBA:VT0000181	phv00126042.v1.p1	pht001949.v1.p1	phs000286.v5.p1
126047	1	NCIT:C105588				OBA:VT0000181	phv00126047.v1.p1	pht001949.v1.p1	phs000286.v5.p1
204764	1	NCIT:C105588				OBA:VT0000181	phv00204764.v1.p1	pht004063.v1.p1	phs000280.v3.p1
100492	1	NCIT:C105588				OBA:VT0000181	phv00100492.v1.p1	pht001452.v1.p1	phs000287.v6.p1
258740	1	NCIT:C105588				OBA:VT0000181	phv00258740.v1.p1	pht005253.v1.p1	phs000914.v1.p1
123971	1	NCIT:C105588				OBA:VT0000181	phv00123971.v1.p1	pht001902.v1.p1	phs000284.v1.p1
193862	1	NCIT:C105588				OBA:VT0000181	phv00193862.v3.p3	pht003419.v3.p3	phs000200.v11.p3
282937	1	NCIT:C105588				OBA:VT0000181	phv00282937.v1.p3	pht003419.v3.p3	phs000200.v11.p3
1206	1	NCIT:C105588				OBA:VT0000181	phv00001206.v1.p10	pht000011.v3.p10	phs000007.v29.p10
1381	1	NCIT:C105588				OBA:VT0000181	phv00001381.v1.p10	pht000012.v3.p10	phs000007.v29.p10
1401	1	NCIT:C105588				OBA:VT0000181	phv00001401.v1.p10	pht000012.v3.p10	phs000007.v29.p10
1584	1	NCIT:C105588				OBA:VT0000181	phv00001584.v1.p10	pht000013.v3.p10	phs000007.v29.p10
1591	1	NCIT:C105588				OBA:VT0000181	phv00001591.v1.p10	pht000013.v3.p10	phs000007.v29.p10
7539	1	NCIT:C105588				OBA:VT0000181	phv00007539.v5.p10	pht000030.v7.p10	phs000007.v29.p10
7975	1	NCIT:C105588				OBA:VT0000181	phv00007975.v5.p10	pht000031.v7.p10	phs000007.v29.p10
8733	1	NCIT:C105588				OBA:VT0000181	phv00008733.v5.p10	pht000032.v6.p10	phs000007.v29.p10
277026	1	NCIT:C105588				OBA:VT0000181	phv00277026.v1.p10	pht006026.v1.p10	phs000007.v29.p10
277027	1	NCIT:C105588				OBA:VT0000181	phv00277027.v1.p10	pht006026.v1.p10	phs000007.v29.p10
277104	1	NCIT:C105588				OBA:VT0000181	phv00277104.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277105	1	NCIT:C105588				OBA:VT0000181	phv00277105.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277106	1	NCIT:C105588				OBA:VT0000181	phv00277106.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277107	1	NCIT:C105588				OBA:VT0000181	phv00277107.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277108	1	NCIT:C105588				OBA:VT0000181	phv00277108.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277109	1	NCIT:C105588				OBA:VT0000181	phv00277109.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277110	1	NCIT:C105588				OBA:VT0000181	phv00277110.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277111	1	NCIT:C105588				OBA:VT0000181	phv00277111.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277112	1	NCIT:C105588				OBA:VT0000181	phv00277112.v1.p10	pht006027.v1.p10	phs000007.v29.p10
253241	1	NCIT:C105588				OBA:VT0000181	phv00253241.v1.p1	pht004715.v1.p1	phs000810.v1.p1
204641	1	NCIT:C105588				OBA:VT0000181	phv00204641.v1.p1	pht004062.v1.p1	phs000280.v3.p1
204650	1	NCIT:C105588				OBA:VT0000181	phv00204650.v1.p1	pht004062.v1.p1	phs000280.v3.p1
204768	1	NCIT:C105588				OBA:VT0000181	phv00204768.v1.p1	pht004063.v1.p1	phs000280.v3.p1
204868	1	NCIT:C105588				OBA:VT0000181	phv00204868.v1.p1	pht004064.v1.p1	phs000280.v3.p1
204869	1	NCIT:C105588				OBA:VT0000181	phv00204869.v1.p1	pht004064.v1.p1	phs000280.v3.p1
204960	1	NCIT:C105588				OBA:VT0000181	phv00204960.v1.p1	pht004065.v1.p1	phs000280.v3.p1
204967	1	NCIT:C105588				OBA:VT0000181	phv00204967.v1.p1	pht004065.v1.p1	phs000280.v3.p1
113703	1	NCIT:C105588				OBA:VT0000181	phv00113703.v2.p2	pht001588.v2.p2	phs000285.v3.p2
115101	1	NCIT:C105588				OBA:VT0000181	phv00115101.v2.p2	pht001644.v2.p2	phs000285.v3.p2
116372	1	NCIT:C105588				OBA:VT0000181	phv00116372.v2.p2	pht001695.v2.p2	phs000285.v3.p2
117573	1	NCIT:C105588				OBA:VT0000181	phv00117573.v2.p2	pht001742.v2.p2	phs000285.v3.p2
119616	1	NCIT:C105588				OBA:VT0000181	phv00119616.v2.p2	pht001802.v2.p2	phs000285.v3.p2
120671	1	NCIT:C105588				OBA:VT0000181	phv00120671.v2.p2	pht001848.v2.p2	phs000285.v3.p2
207664	1	NCIT:C105588				OBA:VT0000181	phv00207664.v1.p1	pht004123.v1.p1	phs000280.v3.p1
207680	1	NCIT:C105588				OBA:VT0000181	phv00207680.v1.p1	pht004124.v1.p1	phs000280.v3.p1
160493	1	NCIT:C105588				OBA:VT0000181	phv00160493.v1.p3	pht001116.v10.p3	phs000209.v13.p3
85919	1	NCIT:C105588				OBA:VT0000181	phv00085919.v2.p3	pht001118.v8.p3	phs000209.v13.p3
86401	1	NCIT:C105588				OBA:VT0000181	phv00086401.v2.p3	pht001119.v8.p3	phs000209.v13.p3
86832	1	NCIT:C105588				OBA:VT0000181	phv00086832.v2.p3	pht001120.v10.p3	phs000209.v13.p3
175238	1	NCIT:C105588				OBA:VT0000181	phv00175238.v1.p3	pht003086.v3.p3	phs000209.v13.p3
175866	1	NCIT:C105588				OBA:VT0000181	phv00175866.v1.p3	pht003087.v1.p3	phs000209.v13.p3
175885	1	NCIT:C105588				OBA:VT0000181	phv00175885.v1.p3	pht003087.v1.p3	phs000209.v13.p3
175950	1	NCIT:C105588				OBA:VT0000181	phv00175950.v1.p3	pht003087.v1.p3	phs000209.v13.p3
176661	1	NCIT:C105588				OBA:VT0000181	phv00176661.v1.p3	pht003091.v3.p3	phs000209.v13.p3
100043	1	NCIT:C105588				OBA:VT0000181	phv00100043.v1.p1	pht001451.v1.p1	phs000287.v6.p1
100282	1	NCIT:C105588				OBA:VT0000181	phv00100282.v1.p1	pht001451.v1.p1	phs000287.v6.p1
106415	1	NCIT:C105588				OBA:VT0000181	phv00106415.v1.p1	pht001490.v1.p1	phs000287.v6.p1
106416	1	NCIT:C105588				OBA:VT0000181	phv00106416.v1.p1	pht001490.v1.p1	phs000287.v6.p1
106992	1	NCIT:C105588				OBA:VT0000181	phv00106992.v1.p1	pht001491.v2.p1	phs000287.v6.p1
107344	1	NCIT:C105588				OBA:VT0000181	phv00107344.v1.p1	pht001491.v2.p1	phs000287.v6.p1
77391	1	NCIT:C105588				OBA:VT0000181	phv00077391.v6.p3	pht000987.v6.p3	phs000200.v11.p3
123972	1	NCIT:C105588				OBA:VT0000181	phv00123972.v1.p1	pht001902.v1.p1	phs000284.v1.p1
282935	1	NCIT:C105588				OBA:VT0000181	phv00282935.v1.p3	pht003419.v3.p3	phs000200.v11.p3
282938	1	NCIT:C105588				OBA:VT0000181	phv00282938.v1.p3	pht003419.v3.p3	phs000200.v11.p3
258741	1	NCIT:C105588				OBA:VT0000181	phv00258741.v1.p1	pht005253.v1.p1	phs000914.v1.p1
82952	2	NCIT:C105587				OBA:VT0000184	phv00082952.v1.p3	pht001111.v4.p3	phs000209.v13.p3
84972	2	NCIT:C105587				OBA:VT0000184	phv00084972.v2.p3	pht001116.v10.p3	phs000209.v13.p3
87099	2	NCIT:C105587				OBA:VT0000184	phv00087099.v1.p3	pht001121.v3.p3	phs000209.v13.p3
126041	2	NCIT:C105587				OBA:VT0000184	phv00126041.v1.p1	pht001949.v1.p1	phs000286.v5.p1
126046	2	NCIT:C105587				OBA:VT0000184	phv00126046.v1.p1	pht001949.v1.p1	phs000286.v5.p1
125930	2	NCIT:C105587				OBA:VT0000184	phv00125930.v1.p1	pht001945.v1.p1	phs000286.v5.p1
253018	2	NCIT:C105587				OBA:VT0000184	phv00253018.v1.p1	pht005002.v1.p1	phs000956.v2.p1
277575	2	NCIT:C105587				OBA:VT0000184	phv00277575.v1.p1	pht006041.v1.p1	phs001238.v1.p1
307856	2	NCIT:C105587				OBA:VT0000184	phv00307856.v1.p1	pht006655.v1.p1	phs001238.v1.p1
204761	2	NCIT:C105587				OBA:VT0000184	phv00204761.v1.p1	pht004063.v1.p1	phs000280.v3.p1
100426	2	NCIT:C105587				OBA:VT0000184	phv00100426.v1.p1	pht001452.v1.p1	phs000287.v6.p1
123968	2	NCIT:C105587				OBA:VT0000184	phv00123968.v1.p1	pht001902.v1.p1	phs000284.v1.p1
258743	2	NCIT:C105587				OBA:VT0000184	phv00258743.v1.p1	pht005253.v1.p1	phs000914.v1.p1
193862	2	NCIT:C105587				OBA:VT0000184	phv00193862.v3.p3	pht003419.v3.p3	phs000200.v11.p3
282937	2	NCIT:C105587				OBA:VT0000184	phv00282937.v1.p3	pht003419.v3.p3	phs000200.v11.p3
1207	2	NCIT:C105587				OBA:VT0000184	phv00001207.v1.p10	pht000011.v3.p10	phs000007.v29.p10
1382	2	NCIT:C105587				OBA:VT0000184	phv00001382.v1.p10	pht000012.v3.p10	phs000007.v29.p10
1399	2	NCIT:C105587				OBA:VT0000184	phv00001399.v1.p10	pht000012.v3.p10	phs000007.v29.p10
1582	2	NCIT:C105587				OBA:VT0000184	phv00001582.v1.p10	pht000013.v3.p10	phs000007.v29.p10
1589	2	NCIT:C105587				OBA:VT0000184	phv00001589.v1.p10	pht000013.v3.p10	phs000007.v29.p10
2656	2	NCIT:C105587				OBA:VT0000184	phv00002656.v1.p10	pht000017.v3.p10	phs000007.v29.p10
4519	2	NCIT:C105587				OBA:VT0000184	phv00004519.v1.p10	pht000022.v4.p10	phs000007.v29.p10
5552	2	NCIT:C105587				OBA:VT0000184	phv00005552.v1.p10	pht000024.v4.p10	phs000007.v29.p10
6028	2	NCIT:C105587				OBA:VT0000184	phv00006028.v1.p10	pht000025.v4.p10	phs000007.v29.p10
6320	2	NCIT:C105587				OBA:VT0000184	phv00006320.v1.p10	pht000026.v3.p10	phs000007.v29.p10
6660	2	NCIT:C105587				OBA:VT0000184	phv00006660.v1.p10	pht000027.v3.p10	phs000007.v29.p10
6667	2	NCIT:C105587				OBA:VT0000184	phv00006667.v1.p10	pht000028.v3.p10	phs000007.v29.p10
7528	2	NCIT:C105587				OBA:VT0000184	phv00007528.v1.p10	pht000029.v3.p10	phs000007.v29.p10
7972	2	NCIT:C105587				OBA:VT0000184	phv00007972.v5.p10	pht000031.v7.p10	phs000007.v29.p10
7973	2	NCIT:C105587				OBA:VT0000184	phv00007973.v5.p10	pht000031.v7.p10	phs000007.v29.p10
8728	2	NCIT:C105587				OBA:VT0000184	phv00008728.v5.p10	pht000032.v6.p10	phs000007.v29.p10
9122	2	NCIT:C105587				OBA:VT0000184	phv00009122.v5.p10	pht000033.v8.p10	phs000007.v29.p10
9574	2	NCIT:C105587				OBA:VT0000184	phv00009574.v5.p10	pht000034.v7.p10	phs000007.v29.p10
10134	2	NCIT:C105587				OBA:VT0000184	phv00010134.v5.p10	pht000035.v8.p10	phs000007.v29.p10
10141	2	NCIT:C105587				OBA:VT0000184	phv00010141.v5.p10	pht000036.v8.p10	phs000007.v29.p10
21392	2	NCIT:C105587				OBA:VT0000184	phv00021392.v4.p10	pht000074.v10.p10	phs000007.v29.p10
55263	2	NCIT:C105587				OBA:VT0000184	phv00055263.v5.p10	pht000395.v8.p10	phs000007.v29.p10
70732	2	NCIT:C105587				OBA:VT0000184	phv00070732.v1.p10	pht000692.v2.p10	phs000007.v29.p10
71891	2	NCIT:C105587				OBA:VT0000184	phv00071891.v4.p10	pht000742.v5.p10	phs000007.v29.p10
172176	2	NCIT:C105587				OBA:VT0000184	phv00172176.v2.p10	pht002889.v2.p10	phs000007.v29.p10
227059	2	NCIT:C105587				OBA:VT0000184	phv00227059.v1.p10	pht004802.v1.p10	phs000007.v29.p10
255345	2	NCIT:C105587				OBA:VT0000184	phv00255345.v1.p10	pht005143.v1.p10	phs000007.v29.p10
275405	2	NCIT:C105587				OBA:VT0000184	phv00275405.v1.p10	pht006010.v1.p10	phs000007.v29.p10
275414	2	NCIT:C105587				OBA:VT0000184	phv00275414.v1.p10	pht006011.v1.p10	phs000007.v29.p10
277040	2	NCIT:C105587				OBA:VT0000184	phv00277040.v1.p10	pht006026.v1.p10	phs000007.v29.p10
277041	2	NCIT:C105587				OBA:VT0000184	phv00277041.v1.p10	pht006026.v1.p10	phs000007.v29.p10
277162	2	NCIT:C105587				OBA:VT0000184	phv00277162.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277163	2	NCIT:C105587				OBA:VT0000184	phv00277163.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277164	2	NCIT:C105587				OBA:VT0000184	phv00277164.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277165	2	NCIT:C105587				OBA:VT0000184	phv00277165.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277166	2	NCIT:C105587				OBA:VT0000184	phv00277166.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277167	2	NCIT:C105587				OBA:VT0000184	phv00277167.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277168	2	NCIT:C105587				OBA:VT0000184	phv00277168.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277169	2	NCIT:C105587				OBA:VT0000184	phv00277169.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277170	2	NCIT:C105587				OBA:VT0000184	phv00277170.v1.p10	pht006027.v1.p10	phs000007.v29.p10
7537	2	NCIT:C105587				OBA:VT0000184	phv00007537.v5.p10	pht000030.v7.p10	phs000007.v29.p10
227018	2	NCIT:C105587				OBA:VT0000184	phv00227018.v1.p10	pht004801.v1.p10	phs000007.v29.p10
253239	2	NCIT:C105587				OBA:VT0000184	phv00253239.v1.p1	pht004715.v1.p1	phs000810.v1.p1
204765	2	NCIT:C105587				OBA:VT0000184	phv00204765.v1.p1	pht004063.v1.p1	phs000280.v3.p1
204645	2	NCIT:C105587				OBA:VT0000184	phv00204645.v1.p1	pht004062.v1.p1	phs000280.v3.p1
204867	2	NCIT:C105587				OBA:VT0000184	phv00204867.v1.p1	pht004064.v1.p1	phs000280.v3.p1
204966	2	NCIT:C105587				OBA:VT0000184	phv00204966.v1.p1	pht004065.v1.p1	phs000280.v3.p1
214065	2	NCIT:C105587				OBA:VT0000184	phv00214065.v1.p1	pht004228.v1.p1	phs000280.v3.p1
207651	2	NCIT:C105587				OBA:VT0000184	phv00207651.v1.p1	pht004122.v1.p1	phs000280.v3.p1
207662	2	NCIT:C105587				OBA:VT0000184	phv00207662.v1.p1	pht004123.v1.p1	phs000280.v3.p1
207677	2	NCIT:C105587				OBA:VT0000184	phv00207677.v1.p1	pht004124.v1.p1	phs000280.v3.p1
113702	2	NCIT:C105587				OBA:VT0000184	phv00113702.v2.p2	pht001588.v2.p2	phs000285.v3.p2
115100	2	NCIT:C105587				OBA:VT0000184	phv00115100.v2.p2	pht001644.v2.p2	phs000285.v3.p2
116371	2	NCIT:C105587				OBA:VT0000184	phv00116371.v2.p2	pht001695.v2.p2	phs000285.v3.p2
117572	2	NCIT:C105587				OBA:VT0000184	phv00117572.v2.p2	pht001742.v2.p2	phs000285.v3.p2
119613	2	NCIT:C105587				OBA:VT0000184	phv00119613.v2.p2	pht001802.v2.p2	phs000285.v3.p2
120670	2	NCIT:C105587				OBA:VT0000184	phv00120670.v2.p2	pht001848.v2.p2	phs000285.v3.p2
160497	2	NCIT:C105587				OBA:VT0000184	phv00160497.v1.p3	pht001116.v10.p3	phs000209.v13.p3
160506	2	NCIT:C105587				OBA:VT0000184	phv00160506.v1.p3	pht001116.v10.p3	phs000209.v13.p3
85920	2	NCIT:C105587				OBA:VT0000184	phv00085920.v2.p3	pht001118.v8.p3	phs000209.v13.p3
86402	2	NCIT:C105587				OBA:VT0000184	phv00086402.v2.p3	pht001119.v8.p3	phs000209.v13.p3
86833	2	NCIT:C105587				OBA:VT0000184	phv00086833.v2.p3	pht001120.v10.p3	phs000209.v13.p3
175239	2	NCIT:C105587				OBA:VT0000184	phv00175239.v1.p3	pht003086.v3.p3	phs000209.v13.p3
176662	2	NCIT:C105587				OBA:VT0000184	phv00176662.v1.p3	pht003091.v3.p3	phs000209.v13.p3
100042	2	NCIT:C105587				OBA:VT0000184	phv00100042.v1.p1	pht001451.v1.p1	phs000287.v6.p1
105865	2	NCIT:C105587				OBA:VT0000184	phv00105865.v1.p1	pht001490.v1.p1	phs000287.v6.p1
106991	2	NCIT:C105587				OBA:VT0000184	phv00106991.v1.p1	pht001491.v2.p1	phs000287.v6.p1
77388	2	NCIT:C105587				OBA:VT0000184	phv00077388.v6.p3	pht000987.v6.p3	phs000200.v11.p3
308048	2	NCIT:C105587				OBA:VT0000184	phv00308048.v1.p1	pht006661.v1.p1	phs001238.v1.p1
307766	2	NCIT:C105587				OBA:VT0000184	phv00307766.v1.p1	pht006650.v1.p1	phs001238.v1.p1
277855	2	NCIT:C105587				OBA:VT0000184	phv00277855.v1.p1	pht006048.v1.p1	phs001238.v1.p1
277407	2	NCIT:C105587				OBA:VT0000184	phv00277407.v1.p1	pht006036.v1.p1	phs001238.v1.p1
277306	2	NCIT:C105587				OBA:VT0000184	phv00277306.v1.p1	pht006031.v1.p1	phs001238.v1.p1
122566	2	NCIT:C105587				OBA:VT0000184	phv00122566.v1.p1	pht001902.v1.p1	phs000284.v1.p1
123969	2	NCIT:C105587				OBA:VT0000184	phv00123969.v1.p1	pht001902.v1.p1	phs000284.v1.p1
282935	2	NCIT:C105587				OBA:VT0000184	phv00282935.v1.p3	pht003419.v3.p3	phs000200.v11.p3
282938	2	NCIT:C105587				OBA:VT0000184	phv00282938.v1.p3	pht003419.v3.p3	phs000200.v11.p3
259055	2	NCIT:C105587				OBA:VT0000184	phv00259055.v1.p1	pht003918.v2.p1	phs000741.v2.p1
258744	2	NCIT:C105587				OBA:VT0000184	phv00258744.v1.p1	pht005253.v1.p1	phs000914.v1.p1
87101	3	NCIT:C64812				OBA:VT0002644	phv00087101.v1.p3	pht001121.v3.p3	phs000209.v13.p3
82950	3	NCIT:C64812				OBA:VT0002644	phv00082950.v1.p3	pht001111.v4.p3	phs000209.v13.p3
84968	3	NCIT:C64812				OBA:VT0002644	phv00084968.v2.p3	pht001116.v10.p3	phs000209.v13.p3
125933	3	NCIT:C64812				OBA:VT0002644	phv00125933.v1.p1	pht001945.v1.p1	phs000286.v5.p1
277574	3	NCIT:C64812				OBA:VT0002644	phv00277574.v1.p1	pht006041.v1.p1	phs001238.v1.p1
126043	3	NCIT:C64812				OBA:VT0002644	phv00126043.v1.p1	pht001949.v1.p1	phs000286.v5.p1
126048	3	NCIT:C64812				OBA:VT0002644	phv00126048.v1.p1	pht001949.v1.p1	phs000286.v5.p1
253019	3	NCIT:C64812				OBA:VT0002644	phv00253019.v1.p1	pht005002.v1.p1	phs000956.v2.p1
307855	3	NCIT:C64812				OBA:VT0002644	phv00307855.v1.p1	pht006655.v1.p1	phs001238.v1.p1
204738	3	NCIT:C64812				OBA:VT0002644	phv00204738.v1.p1	pht004063.v1.p1	phs000280.v3.p1
100425	3	NCIT:C64812				OBA:VT0002644	phv00100425.v1.p1	pht001452.v1.p1	phs000287.v6.p1
123974	3	NCIT:C64812				OBA:VT0002644	phv00123974.v1.p1	pht001902.v1.p1	phs000284.v1.p1
258736	3	NCIT:C64812				OBA:VT0002644	phv00258736.v1.p1	pht005253.v1.p1	phs000914.v1.p1
193862	3	NCIT:C64812				OBA:VT0002644	phv00193862.v3.p3	pht003419.v3.p3	phs000200.v11.p3
282937	3	NCIT:C64812				OBA:VT0002644	phv00282937.v1.p3	pht003419.v3.p3	phs000200.v11.p3
253240	3	NCIT:C64812				OBA:VT0002644	phv00253240.v1.p1	pht004715.v1.p1	phs000810.v1.p1
207636	3	NCIT:C64812				OBA:VT0002644	phv00207636.v1.p1	pht004121.v1.p1	phs000280.v3.p1
204651	3	NCIT:C64812				OBA:VT0002644	phv00204651.v1.p1	pht004062.v1.p1	phs000280.v3.p1
204877	3	NCIT:C64812				OBA:VT0002644	phv00204877.v1.p1	pht004064.v1.p1	phs000280.v3.p1
204968	3	NCIT:C64812				OBA:VT0002644	phv00204968.v1.p1	pht004065.v1.p1	phs000280.v3.p1
207649	3	NCIT:C64812				OBA:VT0002644	phv00207649.v1.p1	pht004122.v1.p1	phs000280.v3.p1
207661	3	NCIT:C64812				OBA:VT0002644	phv00207661.v1.p1	pht004123.v1.p1	phs000280.v3.p1
207676	3	NCIT:C64812				OBA:VT0002644	phv00207676.v1.p1	pht004124.v1.p1	phs000280.v3.p1
214066	3	NCIT:C64812				OBA:VT0002644	phv00214066.v1.p1	pht004228.v1.p1	phs000280.v3.p1
113701	3	NCIT:C64812				OBA:VT0002644	phv00113701.v2.p2	pht001588.v2.p2	phs000285.v3.p2
115099	3	NCIT:C64812				OBA:VT0002644	phv00115099.v2.p2	pht001644.v2.p2	phs000285.v3.p2
116373	3	NCIT:C64812				OBA:VT0002644	phv00116373.v2.p2	pht001695.v2.p2	phs000285.v3.p2
117574	3	NCIT:C64812				OBA:VT0002644	phv00117574.v2.p2	pht001742.v2.p2	phs000285.v3.p2
119614	3	NCIT:C64812				OBA:VT0002644	phv00119614.v2.p2	pht001802.v2.p2	phs000285.v3.p2
120668	3	NCIT:C64812				OBA:VT0002644	phv00120668.v2.p2	pht001848.v2.p2	phs000285.v3.p2
85918	3	NCIT:C64812				OBA:VT0002644	phv00085918.v2.p3	pht001118.v8.p3	phs000209.v13.p3
86400	3	NCIT:C64812				OBA:VT0002644	phv00086400.v2.p3	pht001119.v8.p3	phs000209.v13.p3
86831	3	NCIT:C64812				OBA:VT0002644	phv00086831.v2.p3	pht001120.v10.p3	phs000209.v13.p3
175237	3	NCIT:C64812				OBA:VT0002644	phv00175237.v1.p3	pht003086.v3.p3	phs000209.v13.p3
176660	3	NCIT:C64812				OBA:VT0002644	phv00176660.v1.p3	pht003091.v3.p3	phs000209.v13.p3
160504	3	NCIT:C64812				OBA:VT0002644	phv00160504.v1.p3	pht001116.v10.p3	phs000209.v13.p3
55264	3	NCIT:C64812				OBA:VT0002644	phv00055264.v5.p10	pht000395.v8.p10	phs000007.v29.p10
71892	3	NCIT:C64812				OBA:VT0002644	phv00071892.v4.p10	pht000742.v5.p10	phs000007.v29.p10
172172	3	NCIT:C64812				OBA:VT0002644	phv00172172.v2.p10	pht002889.v2.p10	phs000007.v29.p10
227015	3	NCIT:C64812				OBA:VT0002644	phv00227015.v1.p10	pht004801.v1.p10	phs000007.v29.p10
227056	3	NCIT:C64812				OBA:VT0002644	phv00227056.v1.p10	pht004802.v1.p10	phs000007.v29.p10
255342	3	NCIT:C64812				OBA:VT0002644	phv00255342.v1.p10	pht005143.v1.p10	phs000007.v29.p10
275403	3	NCIT:C64812				OBA:VT0002644	phv00275403.v1.p10	pht006010.v1.p10	phs000007.v29.p10
275415	3	NCIT:C64812				OBA:VT0002644	phv00275415.v1.p10	pht006011.v1.p10	phs000007.v29.p10
931	3	NCIT:C64812				OBA:VT0002644	phv00000931.v1.p10	pht000009.v2.p10	phs000007.v29.p10
1052	3	NCIT:C64812				OBA:VT0002644	phv00001052.v1.p10	pht000010.v3.p10	phs000007.v29.p10
1053	3	NCIT:C64812				OBA:VT0002644	phv00001053.v1.p10	pht000010.v3.p10	phs000007.v29.p10
1054	3	NCIT:C64812				OBA:VT0002644	phv00001054.v1.p10	pht000010.v3.p10	phs000007.v29.p10
1209	3	NCIT:C64812				OBA:VT0002644	phv00001209.v1.p10	pht000011.v3.p10	phs000007.v29.p10
1390	3	NCIT:C64812				OBA:VT0002644	phv00001390.v1.p10	pht000012.v3.p10	phs000007.v29.p10
1402	3	NCIT:C64812				OBA:VT0002644	phv00001402.v1.p10	pht000012.v3.p10	phs000007.v29.p10
1593	3	NCIT:C64812				OBA:VT0002644	phv00001593.v1.p10	pht000013.v3.p10	phs000007.v29.p10
1594	3	NCIT:C64812				OBA:VT0002644	phv00001594.v1.p10	pht000013.v3.p10	phs000007.v29.p10
6321	3	NCIT:C64812				OBA:VT0002644	phv00006321.v1.p10	pht000026.v3.p10	phs000007.v29.p10
6661	3	NCIT:C64812				OBA:VT0002644	phv00006661.v1.p10	pht000027.v3.p10	phs000007.v29.p10
6669	3	NCIT:C64812				OBA:VT0002644	phv00006669.v1.p10	pht000028.v3.p10	phs000007.v29.p10
7530	3	NCIT:C64812				OBA:VT0002644	phv00007530.v1.p10	pht000029.v3.p10	phs000007.v29.p10
7540	3	NCIT:C64812				OBA:VT0002644	phv00007540.v5.p10	pht000030.v7.p10	phs000007.v29.p10
7976	3	NCIT:C64812				OBA:VT0002644	phv00007976.v5.p10	pht000031.v7.p10	phs000007.v29.p10
8105	3	NCIT:C64812				OBA:VT0002644	phv00008105.v5.p10	pht000031.v7.p10	phs000007.v29.p10
8730	3	NCIT:C64812				OBA:VT0002644	phv00008730.v5.p10	pht000032.v6.p10	phs000007.v29.p10
9124	3	NCIT:C64812				OBA:VT0002644	phv00009124.v5.p10	pht000033.v8.p10	phs000007.v29.p10
9576	3	NCIT:C64812				OBA:VT0002644	phv00009576.v5.p10	pht000034.v7.p10	phs000007.v29.p10
10136	3	NCIT:C64812				OBA:VT0002644	phv00010136.v5.p10	pht000035.v8.p10	phs000007.v29.p10
10144	3	NCIT:C64812				OBA:VT0002644	phv00010144.v5.p10	pht000036.v8.p10	phs000007.v29.p10
21393	3	NCIT:C64812				OBA:VT0002644	phv00021393.v4.p10	pht000074.v10.p10	phs000007.v29.p10
70733	3	NCIT:C64812				OBA:VT0002644	phv00070733.v1.p10	pht000692.v2.p10	phs000007.v29.p10
81038	3	NCIT:C64812				OBA:VT0002644	phv00081038.v1.p10	pht001045.v2.p10	phs000007.v29.p10
277049	3	NCIT:C64812				OBA:VT0002644	phv00277049.v1.p10	pht006026.v1.p10	phs000007.v29.p10
277050	3	NCIT:C64812				OBA:VT0002644	phv00277050.v1.p10	pht006026.v1.p10	phs000007.v29.p10
277203	3	NCIT:C64812				OBA:VT0002644	phv00277203.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277204	3	NCIT:C64812				OBA:VT0002644	phv00277204.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277205	3	NCIT:C64812				OBA:VT0002644	phv00277205.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277206	3	NCIT:C64812				OBA:VT0002644	phv00277206.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277207	3	NCIT:C64812				OBA:VT0002644	phv00277207.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277208	3	NCIT:C64812				OBA:VT0002644	phv00277208.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277209	3	NCIT:C64812				OBA:VT0002644	phv00277209.v1.p10	pht006027.v1.p10	phs000007.v29.p10
277210	3	NCIT:C64812				OBA:VT0002644	phv00277210.v1.p10	pht006027.v1.p10	phs000007.v29.p10
